comment_id	label	confidence
56842	NOM	[0.1111111111111111, 0.5555555555555556, 0.3333333333333333, 0.0]
23390	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
28874	NO	[1.0, 0.0, 0.0, 0.0]
48895	NO	[0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.0]
54286	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
8412	NOM	[0.0, 1.0, 0.0, 0.0]
18215	NO	[1.0, 0.0, 0.0, 0.0]
14910	OFG	[0.1111111111111111, 0.3333333333333333, 0.0, 0.5555555555555556]
39303	NOM	[0.0, 1.0, 0.0, 0.0]
38829	OFP	[0.0, 0.0, 1.0, 0.0]
18958	NO	[1.0, 0.0, 0.0, 0.0]
12553	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
45038	NO	[1.0, 0.0, 0.0, 0.0]
7783	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
19542	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
14906	NO	[0.5555555555555556, 0.2222222222222222, 0.2222222222222222, 0.0]
29185	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
15924	NO	[0.5555555555555556, 0.2222222222222222, 0.2222222222222222, 0.0]
19321	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
50291	NO	[1.0, 0.0, 0.0, 0.0]
22932	NO	[1.0, 0.0, 0.0, 0.0]
17820	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
10814	OFP	[0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.0]
17094	NO	[1.0, 0.0, 0.0, 0.0]
11538	NO	[1.0, 0.0, 0.0, 0.0]
8327	NO	[1.0, 0.0, 0.0, 0.0]
12497	NO	[1.0, 0.0, 0.0, 0.0]
44549	NO	[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]
33402	NOM	[0.0, 0.7777777777777778, 0.2222222222222222, 0.0]
3713	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
24914	NO	[0.6666666666666666, 0.0, 0.2222222222222222, 0.1111111111111111]
15585	NO	[1.0, 0.0, 0.0, 0.0]
33453	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
41299	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
22256	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
59151	NO	[1.0, 0.0, 0.0, 0.0]
725	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
20955	NO	[1.0, 0.0, 0.0, 0.0]
8469	NO	[1.0, 0.0, 0.0, 0.0]
38194	NO	[1.0, 0.0, 0.0, 0.0]
57917	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
57953	NO	[1.0, 0.0, 0.0, 0.0]
28025	NO	[1.0, 0.0, 0.0, 0.0]
57925	NO	[1.0, 0.0, 0.0, 0.0]
29187	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
10332	NO	[1.0, 0.0, 0.0, 0.0]
54272	OFG	[0.0, 0.2222222222222222, 0.1111111111111111, 0.6666666666666666]
42526	OFP	[0.0, 0.4444444444444444, 0.5555555555555556, 0.0]
16098	NO	[1.0, 0.0, 0.0, 0.0]
16272	NO	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0]
28187	NO	[0.7777777777777778, 0.0, 0.1111111111111111, 0.1111111111111111]
17201	NO	[1.0, 0.0, 0.0, 0.0]
9069	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
43976	NOM	[0.1111111111111111, 0.5555555555555556, 0.0, 0.3333333333333333]
55650	NO	[1.0, 0.0, 0.0, 0.0]
51780	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
13920	OFP	[0.1111111111111111, 0.3333333333333333, 0.5555555555555556, 0.0]
56631	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
39193	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
48425	NO	[0.7777777777777778, 0.0, 0.1111111111111111, 0.1111111111111111]
6235	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
16769	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
6265	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
19879	NOM	[0.1111111111111111, 0.5555555555555556, 0.3333333333333333, 0.0]
9152	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
10672	NO	[0.5555555555555556, 0.0, 0.3333333333333333, 0.1111111111111111]
46655	NOM	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0]
53461	NOM	[0.4444444444444444, 0.5555555555555556, 0.0, 0.0]
104	NO	[0.5555555555555556, 0.0, 0.3333333333333333, 0.1111111111111111]
43624	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
8535	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
23277	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
11321	NO	[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]
50753	NO	[1.0, 0.0, 0.0, 0.0]
54308	NOM	[0.1111111111111111, 0.6666666666666666, 0.2222222222222222, 0.0]
12087	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
33582	NO	[0.7777777777777778, 0.1111111111111111, 0.1111111111111111, 0.0]
52818	NO	[1.0, 0.0, 0.0, 0.0]
51970	OFP	[0.0, 0.0, 1.0, 0.0]
25469	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
48483	NO	[1.0, 0.0, 0.0, 0.0]
17908	NO	[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]
8978	NO	[0.6666666666666666, 0.2222222222222222, 0.1111111111111111, 0.0]
15148	NO	[1.0, 0.0, 0.0, 0.0]
48263	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
23638	NO	[1.0, 0.0, 0.0, 0.0]
45102	OFG	[0.0, 0.1111111111111111, 0.2222222222222222, 0.6666666666666666]
38430	NO	[0.6666666666666666, 0.2222222222222222, 0.1111111111111111, 0.0]
37649	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
4960	NO	[1.0, 0.0, 0.0, 0.0]
45305	NO	[1.0, 0.0, 0.0, 0.0]
9382	NO	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0]
33753	OFP	[0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.0]
36011	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
38379	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
45092	NO	[0.6666666666666666, 0.1111111111111111, 0.0, 0.2222222222222222]
5665	NOM	[0.0, 1.0, 0.0, 0.0]
38557	NO	[1.0, 0.0, 0.0, 0.0]
50696	NO	[1.0, 0.0, 0.0, 0.0]
55472	OFP	[0.0, 0.0, 1.0, 0.0]
59755	NO	[1.0, 0.0, 0.0, 0.0]
59868	OFP	[0.0, 0.4444444444444444, 0.5555555555555556, 0.0]
42950	NO	[1.0, 0.0, 0.0, 0.0]
35151	NOM	[0.2222222222222222, 0.5555555555555556, 0.2222222222222222, 0.0]
4720	OFG	[0.3333333333333333, 0.0, 0.1111111111111111, 0.5555555555555556]
26713	NO	[1.0, 0.0, 0.0, 0.0]
57981	NO	[1.0, 0.0, 0.0, 0.0]
5954	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
14504	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
42904	NO	[1.0, 0.0, 0.0, 0.0]
2762	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
39336	NO	[1.0, 0.0, 0.0, 0.0]
40294	NOM	[0.2222222222222222, 0.6666666666666666, 0.1111111111111111, 0.0]
38787	NO	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0]
58689	OFP	[0.2222222222222222, 0.1111111111111111, 0.6666666666666666, 0.0]
42055	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
43863	NO	[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]
7552	NO	[1.0, 0.0, 0.0, 0.0]
50386	NO	[1.0, 0.0, 0.0, 0.0]
10153	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
41362	OFP	[0.2222222222222222, 0.1111111111111111, 0.6666666666666666, 0.0]
42019	NO	[1.0, 0.0, 0.0, 0.0]
23075	NO	[1.0, 0.0, 0.0, 0.0]
15898	NO	[1.0, 0.0, 0.0, 0.0]
5611	NO	[0.7777777777777778, 0.1111111111111111, 0.0, 0.1111111111111111]
59567	NO	[1.0, 0.0, 0.0, 0.0]
57603	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
1406	NO	[1.0, 0.0, 0.0, 0.0]
31605	NO	[1.0, 0.0, 0.0, 0.0]
228	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
5451	NO	[0.7777777777777778, 0.1111111111111111, 0.1111111111111111, 0.0]
42943	NO	[1.0, 0.0, 0.0, 0.0]
52488	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
18765	OFP	[0.2222222222222222, 0.1111111111111111, 0.5555555555555556, 0.1111111111111111]
30359	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
52172	NO	[1.0, 0.0, 0.0, 0.0]
17014	NO	[1.0, 0.0, 0.0, 0.0]
20692	NO	[1.0, 0.0, 0.0, 0.0]
56559	NO	[1.0, 0.0, 0.0, 0.0]
29719	NO	[1.0, 0.0, 0.0, 0.0]
9924	OFP	[0.0, 0.1111111111111111, 0.8888888888888888, 0.0]
4384	NO	[1.0, 0.0, 0.0, 0.0]
29407	NO	[1.0, 0.0, 0.0, 0.0]
33810	NO	[1.0, 0.0, 0.0, 0.0]
1813	NO	[0.7777777777777778, 0.0, 0.1111111111111111, 0.1111111111111111]
10519	NO	[0.5555555555555556, 0.2222222222222222, 0.2222222222222222, 0.0]
15237	OFP	[0.2222222222222222, 0.1111111111111111, 0.6666666666666666, 0.0]
30742	OFP	[0.0, 0.0, 1.0, 0.0]
53246	NO	[1.0, 0.0, 0.0, 0.0]
34384	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
24492	NO	[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]
19469	OFP	[0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.0]
15963	NOM	[0.3333333333333333, 0.5555555555555556, 0.1111111111111111, 0.0]
33457	NO	[1.0, 0.0, 0.0, 0.0]
35978	OFP	[0.0, 0.0, 1.0, 0.0]
35341	OFP	[0.0, 0.0, 1.0, 0.0]
23036	NO	[1.0, 0.0, 0.0, 0.0]
45998	NO	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0]
55830	NOM	[0.3333333333333333, 0.6666666666666666, 0.0, 0.0]
38103	NO	[0.6666666666666666, 0.0, 0.0, 0.3333333333333333]
43295	OFP	[0.0, 0.4444444444444444, 0.5555555555555556, 0.0]
43755	OFP	[0.0, 0.2222222222222222, 0.7777777777777778, 0.0]
50633	NO	[1.0, 0.0, 0.0, 0.0]
15748	NO	[0.7777777777777778, 0.0, 0.0, 0.2222222222222222]
445	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
53608	OFP	[0.3, 0.0, 0.7, 0.0]
37055	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
42840	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
58376	NO	[1.0, 0.0, 0.0, 0.0]
6037	NO	[0.5555555555555556, 0.0, 0.1111111111111111, 0.3333333333333333]
8899	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
20043	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
40632	NO	[1.0, 0.0, 0.0, 0.0]
38768	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
23466	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
15507	NO	[1.0, 0.0, 0.0, 0.0]
12605	OFP	[0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.0]
28866	NO	[1.0, 0.0, 0.0, 0.0]
33642	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
2850	NO	[1.0, 0.0, 0.0, 0.0]
17909	NO	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0]
4595	NO	[1.0, 0.0, 0.0, 0.0]
49788	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
33692	NO	[0.6666666666666666, 0.1111111111111111, 0.0, 0.2222222222222222]
51530	NO	[1.0, 0.0, 0.0, 0.0]
30216	OFP	[0.1111111111111111, 0.2222222222222222, 0.6666666666666666, 0.0]
11294	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
51498	OFP	[0.0, 0.1111111111111111, 0.8888888888888888, 0.0]
56681	NO	[1.0, 0.0, 0.0, 0.0]
6381	NO	[1.0, 0.0, 0.0, 0.0]
34513	NO	[1.0, 0.0, 0.0, 0.0]
19809	NO	[1.0, 0.0, 0.0, 0.0]
56221	NO	[1.0, 0.0, 0.0, 0.0]
17577	NO	[0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.0]
49654	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
23855	NO	[1.0, 0.0, 0.0, 0.0]
35018	NO	[1.0, 0.0, 0.0, 0.0]
30967	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
15966	OFP	[0.0, 0.0, 0.8888888888888888, 0.1111111111111111]
49697	NO	[1.0, 0.0, 0.0, 0.0]
5030	NOM	[0.1111111111111111, 0.5555555555555556, 0.3333333333333333, 0.0]
47288	NO	[1.0, 0.0, 0.0, 0.0]
25004	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
855	NO	[1.0, 0.0, 0.0, 0.0]
3265	NO	[1.0, 0.0, 0.0, 0.0]
12278	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
4932	NOM	[0.2222222222222222, 0.5555555555555556, 0.0, 0.2222222222222222]
19553	NO	[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]
25892	NO	[1.0, 0.0, 0.0, 0.0]
30114	NOM	[0.1111111111111111, 0.5555555555555556, 0.0, 0.3333333333333333]
11032	NO	[1.0, 0.0, 0.0, 0.0]
26927	NO	[1.0, 0.0, 0.0, 0.0]
52504	NOM	[0.1111111111111111, 0.7777777777777778, 0.0, 0.1111111111111111]
42117	OFP	[0.2222222222222222, 0.1111111111111111, 0.6666666666666666, 0.0]
35037	NO	[1.0, 0.0, 0.0, 0.0]
54080	NO	[0.7777777777777778, 0.1111111111111111, 0.1111111111111111, 0.0]
1507	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
20018	OFG	[0.0, 0.3333333333333333, 0.0, 0.6666666666666666]
55672	NO	[1.0, 0.0, 0.0, 0.0]
31000	OFP	[0.3333333333333333, 0.1111111111111111, 0.5555555555555556, 0.0]
43582	OFP	[0.1111111111111111, 0.2222222222222222, 0.6666666666666666, 0.0]
58917	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
3326	NO	[1.0, 0.0, 0.0, 0.0]
54340	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
17694	NO	[1.0, 0.0, 0.0, 0.0]
32381	NO	[1.0, 0.0, 0.0, 0.0]
56055	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
11322	NO	[0.7777777777777778, 0.1111111111111111, 0.1111111111111111, 0.0]
42463	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
53456	NO	[1.0, 0.0, 0.0, 0.0]
8438	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
17001	NOM	[0.2222222222222222, 0.5555555555555556, 0.2222222222222222, 0.0]
2597	NO	[1.0, 0.0, 0.0, 0.0]
28429	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
51397	NO	[1.0, 0.0, 0.0, 0.0]
54399	NO	[1.0, 0.0, 0.0, 0.0]
19535	NO	[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]
59049	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
41163	OFP	[0.2222222222222222, 0.0, 0.6666666666666666, 0.1111111111111111]
46851	NO	[1.0, 0.0, 0.0, 0.0]
33757	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
2332	NO	[0.6666666666666666, 0.1111111111111111, 0.2222222222222222, 0.0]
2779	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
54429	NO	[1.0, 0.0, 0.0, 0.0]
17208	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
19974	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
46682	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
52764	NO	[1.0, 0.0, 0.0, 0.0]
39438	NO	[1.0, 0.0, 0.0, 0.0]
17502	NO	[1.0, 0.0, 0.0, 0.0]
17646	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
1214	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
14414	NO	[1.0, 0.0, 0.0, 0.0]
52124	OFG	[0.0, 0.4444444444444444, 0.0, 0.5555555555555556]
18313	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
38574	NO	[1.0, 0.0, 0.0, 0.0]
26849	NO	[1.0, 0.0, 0.0, 0.0]
58001	NO	[0.7777777777777778, 0.1111111111111111, 0.0, 0.1111111111111111]
262	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
58818	NO	[1.0, 0.0, 0.0, 0.0]
41904	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
47714	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
50394	NO	[1.0, 0.0, 0.0, 0.0]
39434	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
38209	NO	[1.0, 0.0, 0.0, 0.0]
8370	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
50307	NO	[1.0, 0.0, 0.0, 0.0]
22815	NO	[1.0, 0.0, 0.0, 0.0]
3707	NO	[1.0, 0.0, 0.0, 0.0]
59460	NO	[1.0, 0.0, 0.0, 0.0]
37068	OFP	[0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.0]
21888	NO	[1.0, 0.0, 0.0, 0.0]
11784	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
21694	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
58829	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
29805	NO	[1.0, 0.0, 0.0, 0.0]
23631	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
26131	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
18906	NO	[0.5555555555555556, 0.4444444444444444, 0.0, 0.0]
42518	NO	[1.0, 0.0, 0.0, 0.0]
51321	NO	[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]
42278	OFP	[0.3333333333333333, 0.0, 0.5555555555555556, 0.1111111111111111]
28087	NO	[1.0, 0.0, 0.0, 0.0]
28062	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
47602	NO	[0.7777777777777778, 0.0, 0.1111111111111111, 0.1111111111111111]
36706	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
32126	NO	[1.0, 0.0, 0.0, 0.0]
23957	NO	[1.0, 0.0, 0.0, 0.0]
45629	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
54873	NO	[1.0, 0.0, 0.0, 0.0]
25432	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
32135	OFG	[0.0, 0.2222222222222222, 0.0, 0.7777777777777778]
59065	NO	[1.0, 0.0, 0.0, 0.0]
46881	NOM	[0.1111111111111111, 0.7777777777777778, 0.1111111111111111, 0.0]
58187	NO	[1.0, 0.0, 0.0, 0.0]
20544	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
8927	NO	[1.0, 0.0, 0.0, 0.0]
50840	NO	[1.0, 0.0, 0.0, 0.0]
36184	NO	[1.0, 0.0, 0.0, 0.0]
35948	NO	[0.5555555555555556, 0.4444444444444444, 0.0, 0.0]
8010	OFP	[0.0, 0.4444444444444444, 0.5555555555555556, 0.0]
44904	OFP	[0.3333333333333333, 0.0, 0.6666666666666666, 0.0]
9126	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
43409	NO	[1.0, 0.0, 0.0, 0.0]
27851	OFP	[0.3333333333333333, 0.0, 0.6666666666666666, 0.0]
39858	NO	[1.0, 0.0, 0.0, 0.0]
4724	NOM	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0]
34738	NO	[1.0, 0.0, 0.0, 0.0]
9785	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
43351	NOM	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0]
47160	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
50082	NO	[1.0, 0.0, 0.0, 0.0]
41642	NO	[1.0, 0.0, 0.0, 0.0]
54173	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
48909	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
14232	NOM	[0.0, 1.0, 0.0, 0.0]
21378	NO	[1.0, 0.0, 0.0, 0.0]
19471	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
2854	NO	[1.0, 0.0, 0.0, 0.0]
34204	NO	[1.0, 0.0, 0.0, 0.0]
7118	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
25073	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
28336	NO	[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]
50019	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
5593	NO	[0.7777777777777778, 0.1111111111111111, 0.1111111111111111, 0.0]
51988	OFP	[0.0, 0.0, 1.0, 0.0]
26535	OFP	[0.2222222222222222, 0.0, 0.7777777777777778, 0.0]
45446	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
4476	NO	[0.6666666666666666, 0.2222222222222222, 0.1111111111111111, 0.0]
33344	NO	[1.0, 0.0, 0.0, 0.0]
50258	NO	[1.0, 0.0, 0.0, 0.0]
16702	NO	[1.0, 0.0, 0.0, 0.0]
32462	NO	[0.5555555555555556, 0.4444444444444444, 0.0, 0.0]
28328	NOM	[0.1111111111111111, 0.5555555555555556, 0.3333333333333333, 0.0]
44021	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
5800	OFG	[0.2222222222222222, 0.1111111111111111, 0.0, 0.6666666666666666]
30324	NOM	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0]
30851	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
51014	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
16492	NO	[0.6666666666666666, 0.3333333333333333, 0.0, 0.0]
41088	NO	[1.0, 0.0, 0.0, 0.0]
11235	NO	[1.0, 0.0, 0.0, 0.0]
39552	NO	[0.5555555555555556, 0.1111111111111111, 0.3333333333333333, 0.0]
4679	NO	[0.6666666666666666, 0.2222222222222222, 0.0, 0.1111111111111111]
38247	NO	[1.0, 0.0, 0.0, 0.0]
7063	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
38685	NO	[1.0, 0.0, 0.0, 0.0]
4033	NO	[1.0, 0.0, 0.0, 0.0]
20368	NO	[1.0, 0.0, 0.0, 0.0]
6752	NO	[0.6666666666666666, 0.0, 0.1111111111111111, 0.2222222222222222]
38017	OFG	[0.3333333333333333, 0.0, 0.0, 0.6666666666666666]
15042	NO	[1.0, 0.0, 0.0, 0.0]
53806	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
47521	NO	[1.0, 0.0, 0.0, 0.0]
57266	NO	[1.0, 0.0, 0.0, 0.0]
4148	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
53028	NO	[1.0, 0.0, 0.0, 0.0]
5186	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
27470	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
34696	NOM	[0.2222222222222222, 0.7777777777777778, 0.0, 0.0]
40972	NO	[0.6666666666666666, 0.0, 0.3333333333333333, 0.0]
24522	NO	[1.0, 0.0, 0.0, 0.0]
44287	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
19632	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
55490	OFP	[0.1111111111111111, 0.1111111111111111, 0.7777777777777778, 0.0]
18963	NO	[0.5555555555555556, 0.0, 0.4444444444444444, 0.0]
35247	NOM	[0.4444444444444444, 0.5555555555555556, 0.0, 0.0]
22593	NO	[0.7777777777777778, 0.2222222222222222, 0.0, 0.0]
2670	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
51690	NOM	[0.0, 0.5555555555555556, 0.4444444444444444, 0.0]
20254	NO	[0.8888888888888888, 0.0, 0.0, 0.1111111111111111]
10100	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
31439	NO	[0.6666666666666666, 0.2222222222222222, 0.1111111111111111, 0.0]
16050	NO	[0.5555555555555556, 0.2222222222222222, 0.2222222222222222, 0.0]
51492	NO	[1.0, 0.0, 0.0, 0.0]
57327	NO	[1.0, 0.0, 0.0, 0.0]
8607	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
8949	NO	[1.0, 0.0, 0.0, 0.0]
18681	OFP	[0.2222222222222222, 0.2222222222222222, 0.5555555555555556, 0.0]
26810	NO	[1.0, 0.0, 0.0, 0.0]
44029	NO	[0.7777777777777778, 0.0, 0.0, 0.2222222222222222]
8041	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
33076	OFP	[0.3333333333333333, 0.0, 0.6666666666666666, 0.0]
47405	OFP	[0.2222222222222222, 0.1111111111111111, 0.6666666666666666, 0.0]
51817	NO	[1.0, 0.0, 0.0, 0.0]
27267	NOM	[0.4444444444444444, 0.5555555555555556, 0.0, 0.0]
48850	NOM	[0.1111111111111111, 0.8888888888888888, 0.0, 0.0]
40912	OFP	[0.0, 0.1111111111111111, 0.8888888888888888, 0.0]
45899	NO	[1.0, 0.0, 0.0, 0.0]
27429	NO	[1.0, 0.0, 0.0, 0.0]
719	NO	[0.8888888888888888, 0.1111111111111111, 0.0, 0.0]
8341	NO	[0.8888888888888888, 0.0, 0.1111111111111111, 0.0]
20493	NO	[1.0, 0.0, 0.0, 0.0]
43266	NO	[1.0, 0.0, 0.0, 0.0]
51971	NO	[1.0, 0.0, 0.0, 0.0]
33804	NO	[0.7777777777777778, 0.0, 0.1111111111111111, 0.1111111111111111]
24596	NO	[1.0, 0.0, 0.0, 0.0]
22133	NO	[1.0, 0.0, 0.0, 0.0]
8528	OFP	[0.0, 0.0, 1.0, 0.0]
34622	NOM	[0.1111111111111111, 0.7777777777777778, 0.0, 0.1111111111111111]
4452	NO	[0.6666666666666666, 0.2222222222222222, 0.1111111111111111, 0.0]
52757	NO	[1.0, 0.0, 0.0, 0.0]
7718	OFP	[0.1111111111111111, 0.0, 0.8888888888888888, 0.0]
51952	NO	[0.7777777777777778, 0.0, 0.2222222222222222, 0.0]
29500	NO	[0.7777777777777778, 0.0, 0.1111111111111111, 0.1111111111111111]
47603	OFP	[0.4444444444444444, 0.0, 0.5555555555555556, 0.0]
24821	OFP	[0.0, 0.0, 1.0, 0.0]
9091	NO	[1.0, 0.0, 0.0, 0.0]
